wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;floors;terrace;type;price;id;plz;street;city;district;kontextlabel;kontextWert
165;672;6;einfamilienhaus;0;1995;3;1.2;2;Terrasse. Garten ;Massivhaus;539000;72980244;21379;Straße nicht freigegeben;Scharnebeck;;2;3050
164.7;1080;4;bungalow;1;2021;7;0;1;Terrasse. Garten ;Massivhaus;869000;63313023;21379;Straße nicht freigegeben;Scharnebeck;;2;3050
149;290.35;5;doppelhaushälfte;1.19;2018;8;1.2;1.9;Terasse;Massivhaus;459000;35000848;21379;Straße nicht freigegeben;Echem;;2;3050
130;674;4;bungalow;1.19;2010;6;1.2;1.9;Terrasse. Garten ;Massivhaus;590000;73049890;21379;Straße nicht freigegeben;RullstorfOTBoltersen;;2;3050
125.01;400;4;doppelhaushälfte;1.19;1995;3;1;1.9;Terrasse ;Massivhaus;395000;42776626;21379;Straße nicht freigegeben;Scharnebeck;;2;3050
130;1760;5;bungalow;1.19;2022;2.8;1.2;1;Terasse;Massivhaus;247200;12251105;29358;Auf dem Felde;Eicklingen;Groß Eicklingen;5;2350
100;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;215010;98878968;29358;Auf dem Felde;Eicklingen;Groß Eicklingen;5;2350
134;851;5;einfamilienhaus;2;1967;3;1;1.9;Terasse;Massivhaus;299000;76220274;29358;Straße nicht freigegeben;Eicklingen;Klein Eicklingen;5;2350
328;1717;11;einfamilienhaus;1;1931;0;1.2;1.9;Terasse;Massivhaus;335000;42970142;29358;Straße nicht freigegeben;Eicklingen;Klein Eicklingen;5;2350
128;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;253510;90773516;29358;Auf dem Felde;Eicklingen;Groß Eicklingen;5;2350
113;1;4;einfamilienhaus;1.19;2022;7;0;1.9;Terasse;Massivhaus;233600;95642728;29358;Straße nicht freigegeben;Eicklingen;Neu-Schepelse;5;2350
180;1155;5;bungalow;1.19;1978;4;1;1.9;Terasse;Massivhaus;470000;14362048;29358;Straße nicht freigegeben;Eicklingen;Klein Eicklingen;5;2350
124;1760;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;241260;35275563;29358;Auf dem Felde;Eicklingen;Groß Eicklingen;5;2350
112;1760;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;233600;84779373;29358;Auf dem Felde;Eicklingen;Groß Eicklingen;5;2350
171;131;5.5;einfamilienhaus;1.19;1840;2.8;1;1.9;Terrasse ;Massivhaus;199000;93966806;38300;Straße nicht freigegeben;Wolfenbüttel;Stadtgebiet;10;2650
380;272;13;mehrfamilienhaus;1.19;1760;2.8;1.2;1.9;Terasse;Massivhaus;599000;76793182;38300;Straße nicht freigegeben;Wolfenbüttel;Stadtgebiet;10;2650
120;194;5;einfamilienhaus;1;1930;2.8;3;1.9;Terrasse. Garten. Gartenmitbenutzung ;Massivhaus;1195000;13925396;26548;Straße nicht freigegeben;Norderney;;0;2200
415;3821;15;mehrfamilienhaus;2;1925;2;1.2;1.9;Terasse;Massivhaus;990000;85421797;31552;Straße nicht freigegeben;Apelern;Reinsdorf;6;2350
174;840;5;einfamilienhaus;1.19;1990;3;1.2;1.9;Terasse;Massivhaus;565000;39819294;31552;Straße nicht freigegeben;Rodenberg;;6;2350
124;326;4;einfamilienhaus;1.19;1994;6;1.2;1.9;Terrasse ;Massivhaus;330000;53339515;31552;Straße nicht freigegeben;Rodenberg;;6;2350
135;702;4;einfamilienhaus;0;1997;3;1;1.9;Terrasse ;Massivhaus;399000;13090202;31552;Straße nicht freigegeben;Apelern;;6;2350
130;522;5;einfamilienhaus;1.19;1993;2;1;1.9;Terrasse ;Massivhaus;425000;48065831;31552;Straße nicht freigegeben;Rodenberg;;6;2350
374;1046;11;mehrfamilienhaus;0;2012;4;1.2;1.9;Terasse;Massivhaus;689000;41770715;31552;Straße nicht freigegeben;Apelern;;6;2350
160;511;6;einfamilienhaus;2;1826;4;1.2;1.9;Terasse;Massivhaus;285000;24467166;31552;Straße nicht freigegeben;ApelernReinsdorf;;6;2350
165;1640;4;einfamilienhaus;1.19;1813;2.8;1;1.9;Terrasse ;Holzhaus;369000;45723158;31552;Straße nicht freigegeben;Apelern;;6;2350
300;673;12;mehrfamilienhaus;2;1970;2.8;1.2;4;Garten. Balkon ;Massivhaus;420000;20341530;31552;Mörikeweg 7;Rodenberg;;6;2350
220;1400;6;einfamilienhaus;1;1984;2.8;1.2;1.9;Terasse;Massivhaus;514000;47552655;31552;Straße nicht freigegeben;Rodenberg;;6;2350
146;843;7;mehrfamilienhaus;2;1968;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;178000;57035549;31552;Straße nicht freigegeben;Apelern;Reinsdorf;6;2350
100;200;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;335000;69964621;31552;Straße nicht freigegeben;Schaumburg;Rodenberg;6;2350
284;886;7;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;306900;17019780;31552;Straße nicht freigegeben;Apelern;;6;2350
284;886;6.3;einfamilienhaus;2;1950;2.8;1.2;1.9;Terasse;Massivhaus;306900;26923948;31552;Straße nicht freigegeben;Apelern;;6;2350
284;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;306900;46405471;31552;Straße nicht freigegeben;Apelern;;6;2350
131.29;157;4.5;einfamilienhaus;1.19;2022;7;1.2;1.9;Terrasse ;KfW 55;460000;90468146;49076;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
131.29;157;4.5;einfamilienhaus;1.19;2022;7;1.2;1.9;Terrasse ;KfW 55;460000;10056888;49076;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
216;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;382000;44591219;49090;Straße nicht freigegeben;Osnabrück;Hafen;11;3200
182;467;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;KfW 55;499900;32458732;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
141;549;5;mehrfamilienhaus;2;2021;2.8;1.2;1;Terrasse. Balkon ;Massivhaus;710000;65964343;49090;Prof. Horstmann Str. 20;Osnabrück;Haste;11;3200
185;489;5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;KfW 55;420900;60252583;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
127.94;185;4.5;einfamilienhaus;1.19;2022;7;1.2;1.9;Terrasse ;KfW 55;480000;55904507;49076;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
216;798;6.3;einfamilienhaus;2;1953;2.8;1.2;1.9;Terasse;Massivhaus;382000;34907480;49090;Straße nicht freigegeben;Osnabrück;Hafen;11;3200
124;398;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;KfW 55;379900;25694835;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
130;488;4;einfamilienhaus;1.19;2022;2.8;0;1.9;Terasse;Massivhaus;421000;60235842;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
235;803;8;einfamilienhaus;1.19;1995;2.8;1.2;1.9;Terasse;Massivhaus;899900;90336934;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
134.14;266;4.5;einfamilienhaus;1.19;2022;6;1.2;1.9;Terrasse. Garten ;KfW 55. Massivhaus;490000;89206748;49076;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
267;798;7;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;382000;84033137;49090;Straße nicht freigegeben;Osnabrück;Hafen;11;3200
134.14;194;4.5;einfamilienhaus;1.19;2022;6;1.2;1.9;Terrasse. Garten ;KfW 55. Massivhaus;480000;57940895;49076;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
106;384;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;KfW 55;344900;61416300;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
106;387;4;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;KfW 55;394900;39478749;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
160;600;5;einfamilienhaus;1;1877;2;1.2;2;Terrasse. Garten ;Massivhaus;430000;70269843;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
112.27;350;5;doppelhaushälfte;2;1910;1;3;1.9;Terrasse. Garten ;Massivhaus;339900;13136827;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
150.12;1187;6;mehrfamilienhaus;2;1965;2.8;1.2;1.9;Terasse;Massivhaus;620000;22456315;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
130;488;4;doppelhaushälfte;1.19;2022;2.8;0;1.9;Terasse;Massivhaus;421000;93521049;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
204;866;8;mehrfamilienhaus;1.19;1897;2.8;1.2;1.9;Terasse;Massivhaus;520000;99442139;49090;Straße nicht freigegeben;Osnabrück;Eversburg;11;3200
191;5010;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;345000;92688188;27327;Straße nicht freigegeben;Martfeld;;1;2300
170;920;5;einfamilienhaus;1.19;1999;4;1.2;1;Terrasse. Garten. Wintergarten ;Massivhaus;559900;65992296;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
150;13031;4;einfamilienhaus;1;1935;2.8;1.2;2;Balkon ;Massivhaus;1200000;99093007;27798;Vielstedter Straße 71;Hude;OldenburgVielstedt;6;3000
316.51;2400;6.5;einfamilienhaus;1.19;2004;4;1.2;1.9;Terrasse ;Massivhaus;1150000;32675126;27798;Straße nicht freigegeben;Hude;OldenburgVielstedt;6;3000
250;611;7.5;mehrfamilienhaus;2;1971;7;1;1.9;Terrasse. Garten ;Massivhaus;545000;66613650;27798;Heinestraße. 5;Hude;OldbVielstedt;6;3000
429.64;6822.09;10;villa;2;1967;3;1.2;1.9;Terrasse. Garten ;Massivhaus;1475000;53464373;27798;Straße nicht freigegeben;Hude;Nordenholz;6;3000
102;622;6.3;einfamilienhaus;2;1970;2.8;1.2;1.9;Terasse;Massivhaus;210000;65490717;27798;Straße nicht freigegeben;Hude;;6;3000
172;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;210000;60431526;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
356;9950;8;einfamilienhaus;1;2017;6;1;1.9;Terrasse. Garten ;Massivhaus;2150000;47950411;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
133;350;4;doppelhaushälfte;0;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;519000;97018615;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
197.5;622;6.3;einfamilienhaus;2;1970;2.8;3;1;Terrasse. Garten. Loggia ;Massivhaus;210000;66958955;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
240;2600;11;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;448000;93362448;27798;Straße nicht freigegeben;Hude;Vielstedt;6;3000
190;585;5;einfamilienhaus;0;1990;6;1;1.9;Terasse;Massivhaus;497800;56435919;27798;Straße nicht freigegeben;Hude;;6;3000
113;752;6;einfamilienhaus;1;1970;2.8;1;1.9;Terrasse ;Massivhaus;320000;80590284;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
562.15;1090;21;mehrfamilienhaus;1.19;2018;5;1.2;1.9;Terasse;Massivhaus;2100000;41598315;27798;Straße nicht freigegeben;Hude;;6;3000
107.18;446;4;einfamilienhaus;0;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;449000;53719106;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
133;350;4;doppelhaushälfte;0;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;499000;80568630;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
190;788;7.5;einfamilienhaus;1;1987;3;1.2;2;Garten. Balkon. Loggia ;Massivhaus;429990;10279914;27798;Straße nicht freigegeben;Hude;Oldenburg;6;3000
140;1151;7;einfamilienhaus;1;1928;2.8;1;1.9;Terrasse ;Massivhaus;288000;30411477;27798;Straße nicht freigegeben;Hude;OldenburgVielstedt;6;3000
110;608;4;einfamilienhaus;1;1963;2.8;1;1.9;Terrasse. Wintergarten ;Massivhaus;384000;58797985;27798;Straße nicht freigegeben;Hude;OldenburgNordenholz;6;3000
300;62073;10;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;1095000;69289745;26135;Straße nicht freigegeben;Oldenburg;Lintel;10;3600
291;7742;7;einfamilienhaus;2;1972;2.8;1.2;1.9;Terasse;Massivhaus;420000;84385551;27798;Straße nicht freigegeben;Hude;Kirchkimmen;6;3000
300;1710;12;mehrfamilienhaus;1.19;1880;2.8;1;2;Terasse;Massivhaus;668000;82833515;21266;Straße nicht freigegeben;Jesteburg;Lüllau;10;3700
110;1;4;bungalow;1.19;2022;6;0;1.9;Terasse;Massivhaus;218750;62156764;31084;Straße nicht freigegeben;Freden;Meimerhausen;1;950
190;684;7;einfamilienhaus;1;1800;2.8;3;1.9;Terasse;Massivhaus;92000;87794912;31084;Straße nicht freigegeben;Freden;Leine;1;950
210;827;10;mehrfamilienhaus;1.19;1920;2.8;3;1.9;Terasse;Massivhaus;112500;18841054;31084;Straße nicht freigegeben;Freden;;1;950
223;806;9;mehrfamilienhaus;1.19;1961;1;1;1.9;Terasse;Massivhaus;195000;23692767;31084;Straße nicht freigegeben;Freden;;1;950
135;1760;6.3;einfamilienhaus;1.19;2022;2.8;1.2;2;Terrasse ;KfW 55. Massivhaus;348260;87590935;31084;Straße nicht freigegeben;Freden;LeineMeimerhausen;1;950
188;506;8;einfamilienhaus;1;1991;1;1;2;Terrasse. Garten ;Massivhaus;120000;38252410;31084;Straße nicht freigegeben;Freden;LeineMeimerhausen;1;950
270;835;9;mehrfamilienhaus;2;1910;0;1;1.9;Terasse;Massivhaus;346000;56758796;31084;Straße nicht freigegeben;Freden;;1;950
64;1630;1;einfamilienhaus;1.19;1985;0;1.2;1.9;Terrasse. Balkon ;Massivhaus;125000;19911757;21369;Straße nicht freigegeben;NahrendorfNeestahl;;0;2150
100;780;4;einfamilienhaus;2;1979;1;1;1.9;Terrasse ;Holzhaus;225000;52122073;21369;Straße nicht freigegeben;Nahrendorf;Pommoißel;0;2150
86;220;4;einfamilienhaus;1.19;1959;4;1.2;1.9;Terasse;Massivhaus;239000;33925830;29221;Straße nicht freigegeben;Celle;Blumlage;6;2750
200;1139;10;einfamilienhaus;1.19;1900;2.8;1.2;1.9;Terasse;Massivhaus;149000;85537358;29459;Straße nicht freigegeben;Clenze;;0;800
121;1760;4;einfamilienhaus;1.19;1975;2.8;0;1.9;Terasse;Massivhaus;250600;57142001;29459;Straße nicht freigegeben;Clenze;;0;800
108;1000;4;bungalow;1.19;1975;2.8;0;1.9;Terasse;Massivhaus;252940;55248924;29459;Straße nicht freigegeben;Clenze;;0;800
130;624;6;einfamilienhaus;1;1948;3;1;1.9;Terrasse. Garten. Gartenmitbenutzung ;Massivhaus;329000;24176723;28870;Straße nicht freigegeben;OttersbergbBremen;Quelkhorn;2;2500
40;280;3;einfamilienhaus;0;2022;2.8;1.2;1.9;Terrasse. Garten ;Holzhaus;167000;85567591;28870;Straße nicht freigegeben;OttersbergOtterstedt;;2;2500
157;2482;5;bungalow;0;1974;2.8;1;1.9;Terrasse ;Massivhaus;372000;18656564;28870;Straße nicht freigegeben;Ottersberg;Otterstedt;2;2500
249.59;484;8;mehrfamilienhaus;1.19;1974;4;1;1.9;Terasse;Massivhaus;595000;32944804;28870;Straße nicht freigegeben;Ottersberg;Fischerhude;2;2500
133;312;4;doppelhaushälfte;1.19;2012;5;1;1.9;Terrasse. Balkon ;Massivhaus;399000;13547779;28870;Straße nicht freigegeben;Ottersberg;;2;2500
220;19591;9;einfamilienhaus;1;1890;0;3;1.9;Terasse;Massivhaus;675000;37052149;28870;Straße nicht freigegeben;Ottersberg;Giersdorf;2;2500
100;270;4;doppelhaushälfte;0;2002;2.8;1.2;1.9;Terrasse ;Massivhaus;285000;55747953;28870;Straße nicht freigegeben;Ottersberg;Bahnhof;2;2500
274;612;9;einfamilienhaus;1.19;1998;4;1;3;Terrasse. Garten ;Massivhaus;599000;41225548;28870;Akazienweg 10;Ottersberg;Bahnhof;2;2500
109.85;642;4;einfamilienhaus;0;1989;5;1.2;1.9;Terrasse. Garten ;Massivhaus;299000;74364658;28870;Straße nicht freigegeben;Ottersberg;;2;2500
183.6;1200;7;mehrfamilienhaus;1;1988;1;1;1.9;Terrasse. Balkon ;Massivhaus;390000;47609459;28870;Straße nicht freigegeben;OttersbergGrasdorf;;2;2500
122;651;4.5;doppelhaushälfte;1.19;2000;5;1.2;1.9;Terrasse. Garten ;Massivhaus;422000;65927247;21714;Straße nicht freigegeben;Hammah;;5;2550
244;1090;8;einfamilienhaus;1;1980;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;590000;10408027;26789;Straße nicht freigegeben;Leer;OstfrieslandHeisfelde;10;2450
129;477;7;einfamilienhaus;1;1935;4;0;1.9;Terasse;Massivhaus;375000;39776977;26789;Straße nicht freigegeben;Leer;Loga;10;2450
199;698;8;einfamilienhaus;1.19;2020;2.8;1.2;1.9;Terasse;Massivhaus;689000;38711655;26789;Straße nicht freigegeben;Leer;OstfrieslandLoga;10;2450
298;297;10;einfamilienhaus;1.19;1950;5;3;1.9;Terasse;Massivhaus;790000;75768065;26789;Straße nicht freigegeben;Leer;;10;2450
174;244;6;einfamilienhaus;2;1974;2;1;1.9;Terrasse. Garten ;Massivhaus;339000;82370784;26789;Straße nicht freigegeben;Leer;OstfrieslandHeisfelde;10;2450
220;790;8;einfamilienhaus;1.19;2022;6;1.2;1.9;Terrasse ;Massivhaus;750000;22675911;26789;Straße nicht freigegeben;Leer;OstfrieslandHeisfelde;10;2450
134;447;4;einfamilienhaus;1.19;1972;2.8;1.2;1.9;Terasse;Massivhaus;160000;48522386;26789;Straße nicht freigegeben;Leer;Logabirum;10;2450
160;859;6;mehrfamilienhaus;2;1980;5;1;1.9;Terasse;Massivhaus;398500;56475766;26789;Straße nicht freigegeben;Leer;Loga;10;2450
96;397;4;einfamilienhaus;1;1958;0;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;239000;57190293;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
98;800;6;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;320000;14026615;26441;Straße nicht freigegeben;Ostfriesland;Leer;9;2100
444.01;693;6.3;mehrfamilienhaus;1.19;1968;1;3;1.9;Terasse;Massivhaus;625000;75715436;26789;Logaer Weg 191;Leer;Loga;10;2450
168;999;4;einfamilienhaus;2;1938;4;0;1.9;Terrasse. Wintergarten ;Massivhaus;379000;94789437;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
112;350;4;doppelhaushälfte;1.19;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;375000;83911323;26789;Kolonistenweg 29;Leer;Heisfelde;10;2450
260;756;8;mehrfamilienhaus;2;1967;2.8;1.2;1.9;Terrasse. Garten ;Massivhaus;405000;72728287;26789;Straße nicht freigegeben;Leer;Nüttermoor;10;2450
129;477;7;einfamilienhaus;1;1935;4;0;1.9;Terasse;Massivhaus;375000;67510054;26789;Straße nicht freigegeben;Leer;Loga;10;2450
153.89;313;5;doppelhaushälfte;0;1950;1;1.2;2;Terrasse. Garten ;Massivhaus;298000;81802510;26789;Straße nicht freigegeben;Leer;Loga;10;2450
86;601;4;einfamilienhaus;1.19;1963;0;1.2;1.9;Terrasse ;Massivhaus;229000;49456913;26789;Straße nicht freigegeben;Leer;Ostfriesland;10;2450
112;435;4;doppelhaushälfte;0;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;385000;47695855;26789;Kolonistenweg 27;Leer;Heisfelde;10;2450
197.5;651;4;doppelhaushälfte;1.19;1951;2.8;1.2;1.9;Garten. Balkon ;Massivhaus;230000;26827854;26789;Straße nicht freigegeben;Leer;;10;2450
238.5;615;12;mehrfamilienhaus;1.19;1900;0;3;1.9;Terasse;Massivhaus;349000;25596243;26789;Straße nicht freigegeben;Leer;;10;2450
130;1161;4;einfamilienhaus;1;1840;1;1.2;1.9;Terrasse ;Massivhaus;349000;39299350;26789;Straße nicht freigegeben;Leer;OstfrieslandNüttermoor;10;2450
144;827;5;einfamilienhaus;2;1967;0;3;1.9;Terasse;Massivhaus;270000;81788513;26789;Straße nicht freigegeben;Leer;Logabirum;10;2450
110;442;5;einfamilienhaus;1;1955;2.8;1;1.9;Terrasse. Garten ;Massivhaus;280000;92376939;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
134;447;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;160000;35432658;26789;Straße nicht freigegeben;Leer;Logabirum;10;2450
71;600;4;doppelhaushälfte;1;1953;0;1.2;1.9;Terrasse. Garten ;Massivhaus;189000;54874068;26789;Straße nicht freigegeben;Leer;;10;2450
110;2810;5;einfamilienhaus;0;1955;2;1.2;1.9;Terrasse ;Massivhaus;179000;60873961;26789;Straße nicht freigegeben;Leer;Nüttermoor;10;2450
456.26;540;12;einfamilienhaus;2;1880;2.8;1;1.9;Balkon ;Massivhaus;990000;80797016;26789;Straße nicht freigegeben;Leer;;10;2450
310;790;12;mehrfamilienhaus;1.19;2022;2.8;0;1.9;Terrasse. Balkon ;Massivhaus;375000;88926861;26789;Straße nicht freigegeben;Leer;OstfrieslandHeisfelde;10;2450
109;697;4;bungalow;1.19;1985;3;1;1.9;Terrasse ;Massivhaus;349000;23930153;26789;Straße nicht freigegeben;Leer;OstfrieslandLoga;10;2450
80;631;4;doppelhaushälfte;1.19;1953;0;1.2;1.9;Terasse;Massivhaus;189000;46074182;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
109;428;4;doppelhaushälfte;1;1985;2;1;1.9;Terrasse. Garten ;Massivhaus;259000;76362248;26789;Straße nicht freigegeben;Leer;Loga;10;2450
130;846;6;einfamilienhaus;1.19;1959;1;1.2;1.9;Terasse;Massivhaus;358000;79635551;26789;Straße nicht freigegeben;Leer;;10;2450
144.55;504;4;einfamilienhaus;1.19;1997;2;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;379000;90529713;26789;Straße nicht freigegeben;Leer;Loga;10;2450
109.51;391;4;einfamilienhaus;1.19;2021;8;1.2;1.9;Terasse;KfW 40;429000;48350573;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
109;428;4;doppelhaushälfte;1;1985;1;1;1.9;Terrasse. Garten ;Massivhaus;239000;50230286;26789;Straße nicht freigegeben;Leer;Loga;10;2450
115;300;4;einfamilienhaus;0;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;299000;14756204;26789;Straße nicht freigegeben;Leer;;10;2450
123;868;5;einfamilienhaus;2;1956;0;1.2;1.9;Terrasse. Garten ;Massivhaus;315000;47220126;26789;Straße nicht freigegeben;Leer;;10;2450
190;678;6;bungalow;0;2005;4;1.2;1.9;Terrasse. Garten ;Massivhaus;449000;34547209;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
56;322;2;bungalow;1.19;1975;1;1;1.9;Terrasse. Garten ;Massivhaus;165000;55738190;26789;Straße nicht freigegeben;Leer;Bingum;10;2450
250;859;8;mehrfamilienhaus;1;1965;2.8;1;1.9;Terasse;Massivhaus;447500;35538449;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
183;1068;5;einfamilienhaus;1.19;1979;3;1.2;1.9;Terasse;Massivhaus;419500;24563045;26789;Straße nicht freigegeben;Leer;OstfrieslandBingum;10;2450
134;447;4;einfamilienhaus;0;1972;2.8;3;1;Terrasse. Garten ;Massivhaus;160000;57034921;26789;Straße nicht freigegeben;Leer;Logabirum;10;2450
415.04;6581;12;mehrfamilienhaus;1.19;2012;2.8;1.2;1.9;Terasse;Massivhaus;649000;59120586;26831;Straße nicht freigegeben;Ostfriesland;Logabirum;1;1650
168.25;700;6;einfamilienhaus;0;1936;2.8;1.2;1.9;Terasse;Massivhaus;199000;30401175;26789;Straße nicht freigegeben;LeerBingum;;10;2450
150;350;4;mehrfamilienhaus;1.19;1883;2.8;1.2;1.9;Terasse;Massivhaus;415000;80565326;26789;Straße nicht freigegeben;Leer;;10;2450
116.9;330;4;einfamilienhaus;1;1980;0;1.2;1.9;Terrasse ;Massivhaus;209000;27172877;26789;Straße nicht freigegeben;Leer;OstfrieslandLoga;10;2450
210.62;2624;12;mehrfamilienhaus;1.19;1894;2.8;1.2;1.9;Terasse;Massivhaus;495000;73324976;26810;Straße nicht freigegeben;Ostfriesland;Leer;5;2050
134;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;160000;24139588;26789;Straße nicht freigegeben;LeerLogabirum;;10;2450
412;748;6.3;mehrfamilienhaus;1.19;1950;3;0;1.9;Terasse;Massivhaus;749000;18508697;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
134;447;4;einfamilienhaus;1.19;1972;2.8;1.2;1.9;Terasse;Massivhaus;160000;21837210;26789;Straße nicht freigegeben;Leer;Logabirum;10;2450
107.76;758;5;einfamilienhaus;1.19;1958;0;1;1.9;Terrasse ;Massivhaus;249000;54540879;26789;Straße nicht freigegeben;Leer;Logabirum;10;2450
200;1729;6;einfamilienhaus;1.19;1972;2.8;1.2;1.9;Terrasse ;Massivhaus;425000;45849336;26789;Straße nicht freigegeben;Leer;OstfrieslandLogabirum;10;2450
150;350;6;einfamilienhaus;1.19;1952;4;1.2;1.9;Terrasse. Balkon ;Massivhaus;360000;50499045;26789;Straße nicht freigegeben;Leer;Ostfriesland;10;2450
130;327;5;einfamilienhaus;1.19;1965;2;1.2;1.9;Terasse;Massivhaus;285000;85094530;26789;Straße nicht freigegeben;Leer;Ostfriesland;10;2450
158;1876;12;einfamilienhaus;1;1975;2.8;1;1.9;Terrasse. Garten ;Massivhaus;372500;75252392;26789;Straße nicht freigegeben;Leer;Logabirum;10;2450
270;723;6.3;einfamilienhaus;1.19;1980;2.8;1.2;2;Terrasse. Garten. Balkon ;Massivhaus;475000;97737698;49688;Straße nicht freigegeben;Lastrup;Hemmelte;1;2000
169.9;601;7;doppelhaushälfte;1.19;1963;0;1.2;1.9;Terrasse ;Massivhaus;258000;33492475;49688;Straße nicht freigegeben;Lastrup;;1;2000
177.8;817;6;einfamilienhaus;1;1956;2.8;1.2;1.9;Terasse;Massivhaus;369000;51616096;49688;Straße nicht freigegeben;Lastrup;;1;2000
160;992;5;einfamilienhaus;1.19;1983;4;3;1.9;Terrasse. Garten. Balkon ;Massivhaus;249000;45698541;49688;Straße nicht freigegeben;Lastrup;;1;2000
178;890;6.3;einfamilienhaus;1;1975;2.8;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;235000;77304317;49688;Straße nicht freigegeben;Lastrup;Schnelten;1;2000
198.96;1039;7;mehrfamilienhaus;1.19;2007;3;1.2;1.9;Terrasse. Balkon ;Massivhaus;359000;74668908;49688;Straße nicht freigegeben;Lastrup;Schnelten;1;2000
165;902;5;einfamilienhaus;1;1997;3;1;1.9;Terrasse ;Massivhaus;390000;16212075;49688;Straße nicht freigegeben;Lastrup;Kneheim;1;2000
187;43527;6;einfamilienhaus;1.19;1911;2.8;1.2;1.9;Terasse;Massivhaus;600000;70689239;49688;Straße nicht freigegeben;Lastrup;Hemmelte;1;2000
